"","habitat"
"3740","sea"
"3741","sea"
"3742","sea"
"3743","sea"
"3744","sea"
"3745","sea"
"3746","sea"
"3747","sea"
"3748","sea"
"3749","sea"
"3750","sea"
"3751","sea"
"3752","sea"
"3753","sea"
"3754","sea"
"3755","sea"
"3756","sea"
"3757","sea"
"3758","sea"
"3759","sea"
"3760","sea"
"3761","sea"
"3762","sea"
"3763","sea"
"3764","sea"
"3765","sea"
"3766","sea"
"3767","sea"
"3768","sea"
"3769","sea"
"3770","sea"
"3771","sea"
"3772","sea"
"3773","sea"
"3774","sea"
"3775","sea"
"3776","sea"
"3777","sea"
"3778","sea"
"3779","land"
"3780","land"
"3781","land"
"3782","land"
"3783","land"
"3784","land"
"3785","land"
"3786","land"
"3787","land"
"3788","land"
"3789","land"
"3790","sea"
"3791","sea"
"3792","sea"
"3793","sea"
"3794","sea"
"3795","sea"
"3796","sea"
"3797","sea"
"3798","sea"
"3799","sea"
"3800","sea"
"3801","land"
"3802","land"
"3803","land"
"3804","land"
"3805","land"
"3806","land"
"3807","land"
"3808","land"
"3809","land"
"3810","land"
"3811","land"
"3812","land"
"3813","land"
"3814","land"
"3815","land"
"3816","land"
"3817","land"
"3818","land"
"3819","land"
"3820","sea"
"3821","sea"
"3822","sea"
"3823","sea"
"3824","sea"
"3825","sea"
"3826","sea"
"3827","sea"
"3828","sea"
"3829","sea"
"3830","sea"
"3831","sea"
"3832","sea"
"3833","sea"
"3834","sea"
"3835","sea"
"3836","sea"
"3837","sea"
"3838","sea"
"3839","sea"
"3840","sea"
"3841","sea"
"3842","sea"
"3843","sea"
"3844","sea"
"3845","sea"
"3846","sea"
"3847","sea"
"3848","sea"
"3849","sea"
"3850","sea"
"3851","sea"
"3852","sea"
"3853","sea"
"3854","sea"
"3855","land"
"3856","land"
"3857","land"
"3858","land"
"3859","land"
"3860","land"
"3861","land"
"3862","land"
"3863","land"
"3864","land"
"3865","land"
"3866","land"
"3867","land"
"3868","land"
"3869","sea"
"3870","land"
"3871","land"
"3872","land"
"3873","land"
"3874","land"
"3875","land"
"3876","land"
"3877","land"
"3878","land"
"3879","land"
"3880","land"
"3881","land"
"3882","land"
"3883","land"
"3884","land"
"3885","land"
"3886","land"
"3887","land"
"3888","sea"
"3889","sea"
"3890","sea"
"3891","sea"
"3892","sea"
"3893","sea"
"3894","sea"
"3895","sea"
"3896","sea"
"3897","sea"
"3898","sea"
"3899","sea"
"3900","sea"
"3901","sea"
"3902","sea"
"3903","sea"
"3904","sea"
"3905","sea"
"3906","sea"
"3907","land"
"3908","land"
"3909","land"
"3910","land"
"3911","sea"
"3912","land"
"3913","land"
"3914","land"
"3915","land"
"3916","land"
"3917","land"
"3918","land"
"3919","land"
"3920","land"
"3921","land"
"3922","land"
"3923","land"
"3924","land"
"3925","sea"
"3926","sea"
"3927","land"
"3928","land"
"3929","land"
"3930","land"
"3931","sea"
"3932","sea"
"3933","sea"
"3934","sea"
"3935","sea"
"3936","sea"
"3937","sea"
"3938","sea"
"3939","sea"
"3940","sea"
"3941","sea"
"3942","sea"
"3943","sea"
"3944","sea"
"3945","sea"
"3946","sea"
"3947","sea"
"3948","sea"
"3949","sea"
"3950","sea"
"3951","sea"
"3952","sea"
"3953","sea"
"3954","sea"
"3955","sea"
"3956","sea"
"3957","sea"
"3958","sea"
"3959","sea"
"3960","sea"
"3961","sea"
"3962","sea"
"3963","sea"
"3964","sea"
"3965","sea"
"3966","sea"
"3967","sea"
"3968","sea"
"3969","sea"
"3970","sea"
"3971","land"
"3972","land"
"3973","land"
"3974","land"
"3975","land"
"3976","land"
"3977","land"
"3978","land"
"3979","sea"
"3980","sea"
"3981","land"
"3982","land"
"3983","sea"
"3984","sea"
"3985","sea"
"3986","sea"
"3987","sea"
"3988","sea"
"3989","sea"
"3990","sea"
"3991","sea"
"3992","sea"
"3993","sea"
"3994","sea"
"3995","sea"
"3996","sea"
"3997","sea"
"3998","sea"
"3999","sea"
"4000","sea"
"4001","sea"
"4002","sea"
"4003","sea"
"4004","sea"
"4005","sea"
"4006","sea"
"4007","sea"
"4008","sea"
"4009","sea"
"4010","sea"
"4011","sea"
"4012","sea"
"4013","sea"
"4014","sea"
"4015","sea"
"4016","sea"
"4017","sea"
"4018","land"
"4019","sea"
"4020","sea"
"4021","sea"
"4022","sea"
"4023","sea"
"4024","sea"
"4025","sea"
"4026","sea"
"4027","sea"
"4028","sea"
"4029","sea"
"4030","sea"
"4031","sea"
"4032","sea"
"4033","sea"
"4034","sea"
"4035","sea"
"4036","sea"
"4037","sea"
"4038","sea"
"4039","sea"
"4040","sea"
"4041","sea"
"4042","sea"
"4043","sea"
"4044","sea"
"4045","sea"
"4046","sea"
"4047","sea"
"4048","sea"
"4049","sea"
"4050","sea"
"4051","sea"
"4052","sea"
"4053","sea"
"4054","sea"
"4055","sea"
"4056","sea"
"4057","sea"
"4058","sea"
"4059","sea"
"4060","sea"
"4061","sea"
"4062","sea"
"4063","sea"
"4064","sea"
"4065","sea"
"4066","sea"
"4067","sea"
"4068","sea"
"4069","sea"
"4070","sea"
"4071","sea"
"4072","sea"
"4073","sea"
"4074","sea"
"4075","sea"
"4076","sea"
"4077","sea"
"4078","sea"
"4079","sea"
"4080","sea"
"4081","sea"
"4082","sea"
"4083","sea"
"4084","sea"
"4085","sea"
"4086","sea"
"4087","sea"
"4088","sea"
"4089","sea"
"4090","sea"
"4091","sea"
"4092","sea"
"4093","sea"
"4094","sea"
"4095","sea"
"4096","sea"
"4097","sea"
"4098","sea"
"4099","land"
"4100","land"
"4101","land"
"4102","land"
"4103","land"
"4104","land"
"4105","land"
"4106","land"
"4107","land"
"4108","land"
"4109","land"
"4110","land"
"4111","sea"
"4112","sea"
"4113","sea"
"4114","sea"
"4115","sea"
"4116","sea"
"4117","land"
"4118","sea"
"4119","sea"
"4120","sea"
"4121","sea"
"4122","land"
"4123","land"
"4124","land"
"4125","land"
"4126","land"
"4127","land"
"4128","land"
"4129","land"
"4130","land"
"4131","land"
"4132","land"
"4133","land"
"4134","land"
"4135","land"
"4136","land"
"4137","land"
"4138","land"
"4139","land"
"4140","sea"
"4141","sea"
"4142","sea"
"4143","sea"
"4144","sea"
"4145","sea"
"4146","sea"
"4147","sea"
"4148","sea"
"4149","sea"
"4150","sea"
"4151","sea"
"4152","sea"
"4153","sea"
"4154","sea"
"4155","sea"
"4156","sea"
"4157","sea"
"4158","sea"
"4159","sea"
"4160","sea"
"4161","sea"
"4162","sea"
"4163","sea"
"4164","sea"
"4165","sea"
"4166","sea"
"4167","sea"
"4168","sea"
"4169","sea"
"4170","sea"
"4171","sea"
"4172","sea"
"4173","sea"
"4174","sea"
"4175","land"
"4176","land"
"4177","land"
"4178","land"
"4179","land"
"4180","land"
"4181","land"
"4182","land"
"4183","land"
"4184","land"
"4185","land"
"4186","land"
"4187","land"
"4188","land"
"4189","land"
"4190","land"
"4191","land"
"4192","land"
"4193","land"
"4194","land"
"4195","land"
"4196","land"
"4197","land"
"4198","land"
"4199","land"
"4200","land"
"4201","land"
"4202","land"
"4203","land"
"4204","land"
"4205","land"
"4206","land"
"4207","land"
"4208","sea"
"4209","sea"
"4210","sea"
"4211","sea"
"4212","sea"
"4213","sea"
"4214","sea"
"4215","sea"
"4216","sea"
"4217","sea"
"4218","sea"
"4219","sea"
"4220","sea"
"4221","sea"
"4222","sea"
"4223","sea"
"4224","sea"
"4225","sea"
"4226","sea"
"4227","land"
"4228","land"
"4229","land"
"4230","land"
"4231","land"
"4232","land"
"4233","land"
"4234","land"
"4235","land"
"4236","land"
"4237","land"
"4238","land"
"4239","land"
"4240","land"
"4241","land"
"4242","land"
"4243","land"
"4244","land"
"4245","land"
"4246","land"
"4247","land"
"4248","land"
"4249","land"
"4250","land"
"4251","sea"
"4252","land"
"4253","sea"
"4254","sea"
"4255","sea"
"4256","sea"
"4257","sea"
"4258","sea"
"4259","sea"
"4260","sea"
"4261","sea"
"4262","sea"
"4263","sea"
"4264","sea"
"4265","sea"
"4266","sea"
"4267","sea"
"4268","sea"
"4269","sea"
"4270","sea"
"4271","sea"
"4272","sea"
"4273","sea"
"4274","sea"
"4275","sea"
"4276","sea"
"4277","sea"
"4278","sea"
"4279","sea"
"4280","sea"
"4281","sea"
"4282","sea"
"4283","sea"
"4284","sea"
"4285","sea"
"4286","sea"
"4287","sea"
"4288","sea"
"4289","sea"
"4290","sea"
"4291","land"
"4292","land"
"4293","land"
"4294","land"
"4295","land"
"4296","land"
"4297","land"
"4298","land"
"4299","sea"
"4300","sea"
"4301","sea"
"4302","land"
"4303","sea"
"4304","sea"
"4305","sea"
"4306","sea"
"4307","sea"
"4308","sea"
"4309","sea"
"4310","sea"
"4311","sea"
"4312","sea"
"4313","sea"
"4314","sea"
"4315","sea"
"4316","sea"
"4317","sea"
"4318","sea"
"4319","sea"
"4320","sea"
"4321","sea"
"4322","sea"
"4323","sea"
"4324","sea"
"4325","sea"
"4326","sea"
"4327","sea"
"4328","land"
"4329","sea"
"4330","sea"
"4331","sea"
"4332","sea"
"4333","sea"
"4334","sea"
"4335","sea"
"4336","sea"
"4337","sea"
"4338","sea"
"4339","sea"
"4340","sea"
"4341","sea"
"4342","sea"
"4343","sea"
"4344","sea"
"4345","sea"
"4346","sea"
"4347","sea"
"4348","sea"
"4349","sea"
"4350","sea"
"4351","sea"
"4352","sea"
"4353","sea"
"4354","sea"
"4355","sea"
"4356","sea"
"4357","sea"
"4358","sea"
"4359","sea"
"4360","sea"
"4361","sea"
"4362","sea"
"4363","sea"
"4364","sea"
"4365","sea"
"4366","sea"
"4367","sea"
"4368","sea"
"4369","sea"
"4370","sea"
"4371","sea"
"4372","sea"
"4373","sea"
"4374","sea"
"4375","sea"
"4376","sea"
"4377","sea"
"4378","sea"
"4379","sea"
"4380","sea"
"4381","sea"
"4382","sea"
"4383","sea"
"4384","sea"
"4385","sea"
"4386","sea"
"4387","sea"
"4388","sea"
"4389","sea"
"4390","sea"
"4391","sea"
"4392","sea"
"4393","sea"
"4394","sea"
"4395","sea"
"4396","sea"
"4397","sea"
"4398","sea"
"4399","sea"
"4400","sea"
"4401","sea"
"4402","sea"
"4403","sea"
"4404","sea"
"4405","sea"
"4406","sea"
"4407","sea"
"4408","sea"
"4409","sea"
"4410","sea"
"4411","sea"
"4412","sea"
"4413","sea"
"4414","sea"
"4415","sea"
"4416","sea"
"4417","sea"
"4418","sea"
"4419","land"
"4420","land"
"4421","land"
"4422","land"
"4423","land"
"4424","land"
"4425","land"
"4426","land"
"4427","land"
"4428","land"
"4429","land"
"4430","land"
"4431","sea"
"4432","sea"
"4433","sea"
"4434","sea"
"4435","sea"
"4436","sea"
"4437","sea"
"4438","sea"
"4439","sea"
"4440","sea"
"4441","sea"
"4442","sea"
"4443","land"
"4444","land"
"4445","land"
"4446","land"
"4447","land"
"4448","land"
"4449","land"
"4450","land"
"4451","land"
"4452","land"
"4453","land"
"4454","land"
"4455","land"
"4456","land"
"4457","land"
"4458","land"
"4459","land"
"4460","land"
"4461","sea"
"4462","sea"
"4463","sea"
"4464","sea"
"4465","sea"
"4466","sea"
"4467","sea"
"4468","sea"
"4469","sea"
"4470","sea"
"4471","sea"
"4472","sea"
"4473","sea"
"4474","sea"
"4475","sea"
"4476","sea"
"4477","sea"
"4478","sea"
"4479","sea"
"4480","sea"
"4481","sea"
"4482","sea"
"4483","sea"
"4484","sea"
"4485","sea"
"4486","sea"
"4487","sea"
"4488","sea"
"4489","sea"
"4490","sea"
"4491","sea"
"4492","sea"
"4493","land"
"4494","land"
"4495","sea"
"4496","land"
"4497","land"
"4498","land"
"4499","land"
"4500","land"
"4501","land"
"4502","land"
"4503","land"
"4504","land"
"4505","land"
"4506","land"
"4507","land"
"4508","land"
"4509","land"
"4510","land"
"4511","land"
"4512","land"
"4513","land"
"4514","land"
"4515","land"
"4516","land"
"4517","land"
"4518","land"
"4519","land"
"4520","land"
"4521","land"
"4522","land"
"4523","land"
"4524","land"
"4525","land"
"4526","land"
"4527","land"
"4528","sea"
"4529","sea"
"4530","sea"
"4531","sea"
"4532","sea"
"4533","sea"
"4534","sea"
"4535","sea"
"4536","sea"
"4537","sea"
"4538","sea"
"4539","sea"
"4540","sea"
"4541","sea"
"4542","sea"
"4543","sea"
"4544","sea"
"4545","sea"
"4546","sea"
"4547","land"
"4548","land"
"4549","land"
"4550","land"
"4551","land"
"4552","land"
"4553","land"
"4554","land"
"4555","land"
"4556","land"
"4557","land"
"4558","land"
"4559","land"
"4560","land"
"4561","land"
"4562","land"
"4563","land"
"4564","land"
"4565","land"
"4566","land"
"4567","land"
"4568","land"
"4569","land"
"4570","land"
"4571","sea"
"4572","sea"
"4573","sea"
"4574","sea"
"4575","sea"
"4576","sea"
"4577","sea"
"4578","sea"
"4579","sea"
"4580","sea"
"4581","sea"
"4582","sea"
"4583","sea"
"4584","sea"
"4585","sea"
"4586","sea"
"4587","sea"
"4588","sea"
"4589","sea"
"4590","sea"
"4591","sea"
"4592","sea"
"4593","sea"
"4594","sea"
"4595","sea"
"4596","sea"
"4597","sea"
"4598","sea"
"4599","sea"
"4600","sea"
"4601","sea"
"4602","sea"
"4603","sea"
"4604","sea"
"4605","sea"
"4606","sea"
"4607","sea"
"4608","sea"
"4609","sea"
"4610","sea"
"4611","land"
"4612","land"
"4613","land"
"4614","land"
"4615","land"
"4616","land"
"4617","land"
"4618","land"
"4619","land"
"4620","sea"
"4621","sea"
"4622","sea"
"4623","land"
"4624","sea"
"4625","sea"
"4626","sea"
"4627","sea"
"4628","sea"
"4629","sea"
"4630","sea"
"4631","sea"
"4632","sea"
"4633","sea"
"4634","sea"
"4635","sea"
"4636","sea"
"4637","sea"
"4638","sea"
"4639","sea"
"4640","sea"
"4641","sea"
"4642","sea"
"4643","sea"
"4644","sea"
"4645","sea"
"4646","sea"
"4647","sea"
"4648","sea"
"4649","sea"
"4650","sea"
"4651","sea"
"4652","sea"
"4653","sea"
"4654","sea"
"4655","sea"
"4656","sea"
"4657","sea"
"4658","sea"
"4659","sea"
"4660","sea"
"4661","sea"
"4662","sea"
"4663","sea"
"4664","sea"
"4665","sea"
"4666","sea"
"4667","sea"
"4668","sea"
"4669","sea"
"4670","sea"
"4671","sea"
"4672","sea"
"4673","sea"
"4674","sea"
"4675","sea"
"4676","sea"
"4677","land"
"4678","sea"
"4679","sea"
"4680","sea"
"4681","sea"
"4682","sea"
"4683","sea"
"4684","sea"
"4685","sea"
"4686","sea"
"4687","sea"
"4688","sea"
"4689","sea"
"4690","sea"
"4691","sea"
"4692","sea"
"4693","sea"
"4694","sea"
"4695","sea"
"4696","sea"
"4697","sea"
"4698","sea"
"4699","sea"
"4700","sea"
"4701","sea"
"4702","sea"
"4703","sea"
"4704","sea"
"4705","sea"
"4706","sea"
"4707","sea"
"4708","sea"
"4709","sea"
"4710","sea"
"4711","sea"
"4712","sea"
"4713","sea"
"4714","sea"
"4715","sea"
"4716","sea"
"4717","sea"
"4718","sea"
"4719","sea"
"4720","sea"
"4721","sea"
"4722","sea"
"4723","sea"
"4724","sea"
"4725","sea"
"4726","sea"
"4727","sea"
"4728","sea"
"4729","sea"
"4730","sea"
"4731","sea"
"4732","sea"
"4733","sea"
"4734","sea"
"4735","sea"
"4736","sea"
"4737","sea"
"4738","sea"
"4739","land"
"4740","land"
"4741","land"
"4742","land"
"4743","land"
"4744","land"
"4745","land"
"4746","land"
"4747","land"
"4748","land"
"4749","land"
"4750","land"
"4751","land"
"4752","sea"
"4753","sea"
"4754","sea"
"4755","sea"
"4756","sea"
"4757","sea"
"4758","sea"
"4759","sea"
"4760","sea"
"4761","sea"
"4762","sea"
"4763","sea"
"4764","land"
"4765","land"
"4766","land"
"4767","land"
"4768","land"
"4769","land"
"4770","land"
"4771","land"
"4772","land"
"4773","land"
"4774","land"
"4775","land"
"4776","land"
"4777","land"
"4778","land"
"4779","land"
"4780","land"
"4781","sea"
"4782","sea"
"4783","sea"
"4784","sea"
"4785","sea"
"4786","sea"
"4787","sea"
"4788","sea"
"4789","sea"
"4790","sea"
"4791","sea"
"4792","sea"
"4793","sea"
"4794","sea"
"4795","sea"
"4796","sea"
"4797","sea"
"4798","sea"
"4799","sea"
"4800","sea"
"4801","sea"
"4802","sea"
"4803","sea"
"4804","sea"
"4805","sea"
"4806","sea"
"4807","sea"
"4808","sea"
"4809","sea"
"4810","sea"
"4811","sea"
"4812","sea"
"4813","land"
"4814","land"
"4815","land"
"4816","sea"
"4817","land"
"4818","land"
"4819","land"
"4820","land"
"4821","land"
"4822","land"
"4823","land"
"4824","land"
"4825","land"
"4826","land"
"4827","land"
"4828","land"
"4829","land"
"4830","land"
"4831","land"
"4832","land"
"4833","land"
"4834","land"
"4835","land"
"4836","land"
"4837","land"
"4838","land"
"4839","land"
"4840","land"
"4841","land"
"4842","land"
"4843","land"
"4844","land"
"4845","land"
"4846","land"
"4847","land"
"4848","sea"
"4849","sea"
"4850","sea"
"4851","sea"
"4852","sea"
"4853","sea"
"4854","sea"
"4855","sea"
"4856","sea"
"4857","sea"
"4858","sea"
"4859","sea"
"4860","sea"
"4861","sea"
"4862","sea"
"4863","sea"
"4864","sea"
"4865","sea"
"4866","sea"
"4867","land"
"4868","land"
"4869","land"
"4870","land"
"4871","land"
"4872","land"
"4873","land"
"4874","land"
"4875","land"
"4876","land"
"4877","land"
"4878","land"
"4879","land"
"4880","land"
"4881","land"
"4882","land"
"4883","land"
"4884","land"
"4885","land"
"4886","land"
"4887","land"
"4888","land"
"4889","land"
"4890","sea"
"4891","sea"
"4892","sea"
"4893","sea"
"4894","sea"
"4895","sea"
"4896","sea"
"4897","sea"
"4898","sea"
"4899","sea"
"4900","sea"
"4901","sea"
"4902","sea"
"4903","sea"
"4904","sea"
"4905","sea"
"4906","sea"
"4907","sea"
"4908","sea"
"4909","sea"
"4910","sea"
"4911","sea"
"4912","sea"
"4913","sea"
"4914","sea"
"4915","sea"
"4916","sea"
"4917","sea"
"4918","sea"
"4919","sea"
"4920","sea"
"4921","sea"
"4922","sea"
"4923","sea"
"4924","sea"
"4925","sea"
"4926","sea"
"4927","sea"
"4928","sea"
"4929","sea"
"4930","sea"
"4931","land"
"4932","land"
"4933","land"
"4934","land"
"4935","land"
"4936","land"
"4937","land"
"4938","land"
"4939","land"
"4940","sea"
"4941","sea"
"4942","sea"
"4943","land"
"4944","sea"
"4945","sea"
"4946","sea"
"4947","sea"
"4948","sea"
"4949","sea"
"4950","sea"
"4951","sea"
"4952","sea"
"4953","sea"
"4954","sea"
"4955","sea"
"4956","sea"
"4957","sea"
"4958","sea"
"4959","sea"
"4960","sea"
"4961","sea"
"4962","sea"
"4963","sea"
"4964","sea"
"4965","sea"
"4966","sea"
"4967","sea"
"4968","sea"
"4969","sea"
"4970","sea"
"4971","sea"
"4972","sea"
"4973","sea"
"4974","sea"
"4975","sea"
"4976","sea"
"4977","sea"
"4978","sea"
"4979","sea"
"4980","sea"
"4981","sea"
"4982","sea"
"4983","sea"
"4984","sea"
"4985","sea"
"4986","sea"
"4987","sea"
"4988","sea"
"4989","sea"
"4990","sea"
"4991","sea"
"4992","sea"
"4993","sea"
"4994","sea"
"4995","sea"
"4996","sea"
"4997","sea"
"4998","sea"
"4999","sea"
"5000","sea"
"5001","sea"
"5002","sea"
"5003","sea"
"5004","sea"
"5005","sea"
"5006","sea"
"5007","sea"
"5008","sea"
"5009","sea"
"5010","sea"
"5011","sea"
"5012","sea"
"5013","sea"
"5014","sea"
"5015","sea"
"5016","sea"
"5017","sea"
"5018","sea"
"5019","sea"
"5020","sea"
"5021","sea"
"5022","sea"
"5023","sea"
"5024","sea"
"5025","sea"
"5026","sea"
"5027","sea"
"5028","sea"
"5029","sea"
"5030","sea"
"5031","sea"
"5032","sea"
"5033","sea"
"5034","sea"
"5035","sea"
"5036","sea"
"5037","sea"
"5038","sea"
"5039","sea"
"5040","sea"
"5041","sea"
"5042","sea"
"5043","sea"
"5044","sea"
"5045","sea"
"5046","sea"
"5047","sea"
"5048","sea"
"5049","sea"
"5050","sea"
"5051","sea"
"5052","sea"
"5053","sea"
"5054","sea"
"5055","sea"
"5056","sea"
"5057","sea"
"5058","sea"
"5059","land"
"5060","land"
"5061","land"
"5062","land"
"5063","land"
"5064","land"
"5065","land"
"5066","land"
"5067","land"
"5068","land"
"5069","land"
"5070","land"
"5071","sea"
"5072","sea"
"5073","sea"
"5074","sea"
"5075","sea"
"5076","sea"
"5077","sea"
"5078","sea"
"5079","sea"
"5080","sea"
"5081","sea"
"5082","sea"
"5083","sea"
"5084","sea"
"5085","sea"
"5086","sea"
"5087","land"
"5088","land"
"5089","land"
"5090","land"
"5091","land"
"5092","land"
"5093","land"
"5094","land"
"5095","land"
"5096","land"
"5097","land"
"5098","land"
"5099","land"
"5100","land"
"5101","land"
"5102","sea"
"5103","sea"
"5104","sea"
"5105","sea"
"5106","sea"
"5107","sea"
"5108","sea"
"5109","sea"
"5110","sea"
"5111","sea"
"5112","sea"
"5113","sea"
"5114","sea"
"5115","sea"
"5116","sea"
"5117","sea"
"5118","sea"
"5119","sea"
"5120","sea"
"5121","sea"
"5122","sea"
"5123","sea"
"5124","sea"
"5125","sea"
"5126","sea"
"5127","sea"
"5128","sea"
"5129","sea"
"5130","sea"
"5131","sea"
"5132","sea"
"5133","sea"
"5134","land"
"5135","land"
"5136","land"
"5137","land"
"5138","land"
"5139","land"
"5140","land"
"5141","land"
"5142","land"
"5143","land"
"5144","land"
"5145","land"
"5146","land"
"5147","land"
"5148","land"
"5149","land"
"5150","land"
"5151","land"
"5152","land"
"5153","land"
"5154","land"
"5155","land"
"5156","land"
"5157","land"
"5158","land"
"5159","land"
"5160","land"
"5161","land"
"5162","land"
"5163","land"
"5164","land"
"5165","land"
"5166","land"
"5167","land"
"5168","sea"
"5169","sea"
"5170","sea"
"5171","sea"
"5172","sea"
"5173","sea"
"5174","sea"
"5175","sea"
"5176","sea"
"5177","sea"
"5178","sea"
"5179","sea"
"5180","sea"
"5181","sea"
"5182","sea"
"5183","sea"
"5184","sea"
"5185","sea"
"5186","sea"
"5187","land"
"5188","land"
"5189","land"
"5190","land"
"5191","land"
"5192","land"
"5193","land"
"5194","land"
"5195","land"
"5196","land"
"5197","land"
"5198","land"
"5199","land"
"5200","land"
"5201","land"
"5202","land"
"5203","land"
"5204","land"
"5205","land"
"5206","land"
"5207","land"
"5208","land"
"5209","land"
"5210","land"
"5211","sea"
"5212","sea"
"5213","sea"
"5214","sea"
"5215","sea"
"5216","sea"
"5217","sea"
"5218","sea"
"5219","sea"
"5220","sea"
"5221","sea"
"5222","sea"
"5223","sea"
"5224","sea"
"5225","sea"
"5226","sea"
"5227","sea"
"5228","sea"
"5229","sea"
"5230","sea"
"5231","sea"
"5232","sea"
"5233","sea"
"5234","sea"
"5235","sea"
"5236","sea"
"5237","sea"
"5238","sea"
"5239","sea"
"5240","sea"
"5241","sea"
"5242","sea"
"5243","sea"
"5244","sea"
"5245","sea"
"5246","sea"
"5247","sea"
"5248","sea"
"5249","sea"
"5250","sea"
"5251","land"
"5252","land"
"5253","land"
"5254","land"
"5255","land"
"5256","land"
"5257","land"
"5258","land"
"5259","land"
"5260","land"
"5261","sea"
"5262","sea"
"5263","land"
"5264","sea"
"5265","sea"
"5266","sea"
"5267","sea"
"5268","sea"
"5269","sea"
"5270","sea"
"5271","sea"
"5272","sea"
"5273","sea"
"5274","sea"
"5275","sea"
"5276","sea"
"5277","sea"
"5278","sea"
"5279","sea"
"5280","sea"
"5281","sea"
"5282","sea"
"5283","sea"
"5284","sea"
"5285","sea"
"5286","sea"
"5287","sea"
"5288","sea"
"5289","sea"
"5290","sea"
"5291","sea"
"5292","sea"
"5293","sea"
"5294","sea"
"5295","sea"
"5296","sea"
"5297","sea"
"5298","sea"
"5299","sea"
"5300","sea"
"5301","sea"
"5302","sea"
"5303","sea"
"5304","sea"
"5305","sea"
"5306","sea"
"5307","sea"
"5308","sea"
"5309","sea"
"5310","sea"
"5311","sea"
"5312","sea"
"5313","sea"
"5314","sea"
"5315","sea"
"5316","sea"
"5317","sea"
"5318","sea"
"5319","sea"
"5320","sea"
"5321","sea"
"5322","sea"
"5323","sea"
"5324","sea"
"5325","sea"
"5326","sea"
"5327","sea"
"5328","sea"
"5329","sea"
"5330","sea"
"5331","sea"
"5332","sea"
"5333","sea"
"5334","sea"
"5335","sea"
"5336","sea"
"5337","sea"
"5338","sea"
"5339","sea"
"5340","sea"
"5341","sea"
"5342","sea"
"5343","sea"
"5344","sea"
"5345","sea"
"5346","sea"
"5347","sea"
"5348","sea"
"5349","sea"
"5350","sea"
"5351","sea"
"5352","sea"
"5353","sea"
"5354","sea"
"5355","sea"
"5356","sea"
"5357","sea"
"5358","sea"
"5359","sea"
"5360","sea"
"5361","sea"
"5362","sea"
"5363","sea"
"5364","sea"
"5365","sea"
"5366","sea"
"5367","sea"
"5368","sea"
"5369","sea"
"5370","sea"
"5371","sea"
"5372","sea"
"5373","sea"
"5374","sea"
"5375","sea"
"5376","sea"
"5377","sea"
"5378","sea"
"5379","land"
"5380","land"
"5381","land"
"5382","land"
"5383","land"
"5384","land"
"5385","land"
"5386","land"
"5387","land"
"5388","land"
"5389","land"
"5390","land"
"5391","land"
"5392","sea"
"5393","sea"
"5394","sea"
"5395","sea"
"5396","sea"
"5397","sea"
"5398","sea"
"5399","sea"
"5400","sea"
"5401","sea"
"5402","sea"
"5403","sea"
"5404","sea"
"5405","sea"
"5406","sea"
"5407","sea"
"5408","land"
"5409","land"
"5410","land"
"5411","land"
"5412","land"
"5413","land"
"5414","land"
"5415","land"
"5416","land"
"5417","land"
"5418","land"
"5419","land"
"5420","land"
"5421","land"
"5422","sea"
"5423","sea"
"5424","sea"
"5425","sea"
"5426","sea"
"5427","sea"
"5428","sea"
"5429","sea"
"5430","sea"
"5431","sea"
"5432","sea"
"5433","sea"
"5434","sea"
"5435","sea"
"5436","sea"
"5437","sea"
"5438","sea"
"5439","sea"
"5440","sea"
"5441","sea"
"5442","sea"
"5443","sea"
"5444","sea"
"5445","sea"
"5446","sea"
"5447","sea"
"5448","sea"
"5449","sea"
"5450","sea"
"5451","sea"
"5452","sea"
"5453","sea"
"5454","sea"
"5455","land"
"5456","sea"
"5457","sea"
"5458","land"
"5459","land"
"5460","land"
"5461","land"
"5462","land"
"5463","land"
"5464","land"
"5465","land"
"5466","land"
"5467","land"
"5468","land"
"5469","land"
"5470","land"
"5471","land"
"5472","land"
"5473","land"
"5474","land"
"5475","land"
"5476","land"
"5477","land"
"5478","land"
"5479","land"
"5480","land"
"5481","land"
"5482","land"
"5483","land"
"5484","land"
"5485","land"
"5486","land"
"5487","land"
"5488","sea"
"5489","sea"
"5490","sea"
"5491","sea"
"5492","sea"
"5493","sea"
"5494","sea"
"5495","sea"
"5496","sea"
"5497","sea"
"5498","sea"
"5499","sea"
"5500","sea"
"5501","sea"
"5502","sea"
"5503","sea"
"5504","sea"
"5505","sea"
"5506","sea"
"5507","land"
"5508","land"
"5509","land"
"5510","land"
"5511","land"
"5512","land"
"5513","land"
"5514","land"
"5515","land"
"5516","land"
"5517","land"
"5518","land"
"5519","land"
"5520","land"
"5521","land"
"5522","land"
"5523","land"
"5524","land"
"5525","land"
"5526","land"
"5527","land"
"5528","land"
"5529","land"
"5530","land"
"5531","sea"
"5532","sea"
"5533","sea"
"5534","sea"
"5535","sea"
"5536","sea"
"5537","sea"
"5538","sea"
"5539","sea"
"5540","sea"
"5541","sea"
"5542","sea"
"5543","sea"
"5544","sea"
"5545","sea"
"5546","sea"
"5547","sea"
"5548","sea"
"5549","sea"
"5550","sea"
"5551","sea"
"5552","sea"
"5553","sea"
"5554","sea"
"5555","sea"
"5556","sea"
"5557","sea"
"5558","sea"
"5559","sea"
